X,y
2001.9995814369258,215.23648415258953
2008.1963377816955,256.0203202102435
1996.1608983787662,173.60748905773377
2003.764052019496,226.33451605874063
2007.7182629666029,255.1826707112341
2007.6618786043298,254.11894318054416
1984.379673596713,91.1660128181719
2010.7060040738145,274.8289997978103
2003.9191753023827,227.48319933047733
1989.2202291662825,123.89804706983179
1988.144277542894,116.63192839109394
2018.9377740696707,332.60038324898585
1996.1873588307417,172.07866263870037
2010.7037099922788,274.66783764471995
2000.54468789398,202.00265817753424
2003.9745793463744,228.26325900134285
1984.6732992059003,93.59975196145838
2004.0717304411053,229.04692298967095
1997.8197859352372,184.36354135345528
2016.9858604888734,318.13486547598455
2002.4052161539685,217.6289390459628
1986.8443732904266,107.80597546887098
2002.277880794291,216.51772089015083
2001.4139058522744,209.05683078154468
1988.7208021621975,121.3849600846758
2013.689139770304,296.00039135381047
2020.4543986168433,342.62009310484643
2011.8463631728853,283.2912020712342
1989.3834833149203,125.71387552013334
1990.1757842058782,131.35800293141068
2020.7984918305788,344.8382503217372
2005.9197489605551,240.1452928544724
1997.477875651543,182.25507374959852
2011.9950475199503,283.0451862380445
1993.490300785646,154.35340890506276
1982.1834107490915,74.47321907255376
2010.070145536773,271.0770056358184
2004.5150004318684,232.44590396036287
1986.3701577330821,106.54685050801412
2001.7570139783722,211.78159693175436
1989.5648549888463,127.32084595551724
2005.0042972079318,235.01899597213173
2018.4278747358564,328.8966236215583
2008.3585307937115,259.24242846568507
1994.0295904228763,158.21236006690998
1996.9563780300787,177.84699765343635
2002.621990282019,218.7821111198149
2006.6425852754692,247.5584678740996
1981.7146464596162,73.20292305521488
2024.434767949574,369.3822899220511
1987.3379670384818,113.27558895108753
2012.1620535551644,284.5077123144006
2015.884325240729,311.20653259928287
2000.0692501925082,200.08131012433535
1997.7303609172418,184.63460090155834
1991.8058713343821,143.95295470389703
2001.6593417754848,211.18309349792293
2005.3574932370145,238.50502769844132
1990.4610972064595,134.18832635627598
1990.0996600316125,132.61655274151093
2014.970469221694,304.5543437074633
1991.0276073066311,136.58009286077083
1984.5027181718435,90.69185581764195
2003.4234509122393,222.84074166777611
1990.3535370514028,133.10446201447309
1995.1377934751065,165.94226125084955
1993.296747178188,153.9353702924523
1991.0054653796908,136.61049279962631
1998.551996748185,191.2317527282066
1980.3523585021524,63.43696398907903
2022.0825743458877,354.6342938296557
1987.8217540768874,115.04182029468188
1998.1472309602918,186.01544149897302
2002.1856122721513,216.36622982095648
2009.206889947445,265.7819553641036
1987.0393576772801,107.46814178381061
2004.9684172554516,236.42148871025535
1990.1008396413883,131.23845587795643
2004.0338023512584,228.37599929797045
2016.3739410912017,312.56606002474433
2003.200481232831,221.36011475582833
1995.5270650474952,168.73794639120936
2010.1934633251963,272.05012288140983
1999.2180493893318,195.88080173520868
2016.7596237769362,316.58782756599385
1994.5539263193452,161.50740234081493
1996.0440301633257,170.83411694721906
1970.1000516148533,-9.986514965835909
2008.954098779649,263.02581551908946
1998.127966148669,186.59800594957292
1996.8711706442502,177.30727889827503
1985.4409631226965,98.72777106923907
1996.1516391675486,172.94863220160963
1988.6100270168354,120.98351412905497
1997.625937509314,183.92758471107066
1994.3757939650689,158.93309104910588
2000.4397029958102,201.62320769853557
1995.3191440870671,166.61492510057195
2015.0251008108617,305.2079505301631
1993.6410884243603,156.08350246290763
